Division,Department,Item Name,Style,Display Location,Item Description,LPN ID,QTY, Retail , Total Retail , Asking Price 
Hm_Hard,Kitchen Electrics,B414104-00005-00000,B414104,R.LQ.01.03.P.10,Cook's Companion Cordless Hand Mixer,R0026187260214857461,1,$14.99 ,$14.99 ,$2.10 
Hm_Hard,Kitchen Electrics,B414104-00005-00000,B414104,R.LQ.01.03.P.13,Cook's Companion Cordless Hand Mixer,R0026198923214974221,1,$14.99 ,$14.99 ,$2.10 
Hm_Hard,Kitchen Electrics,B414104-00006-00000,B414104,R.LQ.01.03.P.01,Cook's Companion Cordless Hand Mixer,R0026165660214641201,1,$14.99 ,$14.99 ,$2.10 
Hm_Hard,Cooking,B414145-05640-00000,B414145,R.LQ.01.03.P.19,"Cook's Companion Square Cast Iron 11"" Deep Braiser",I01235036046,1,$84.00 ,$84.00 ,$11.76 
Hm_Hard,Cooking,B414168-00005-00000,B414168,R.LQ.01.03.P.03,Cook's Companion Sauce Warmer and Melting Bottle Set of 3,R0026170969214694401,1,$9.99 ,$9.99 ,$1.40 
Hm_Hard,Kitchen Electrics,B414170-00004-00000,B414170,R.LQ.01.03.P.20,Paula Deen 8qt Ceramic Nonstick XXL Air Fryer w/Accessories,R0026206719215052341,1,$149.99 ,$149.99 ,$21.00 
Hm_Hard,Kitchen Electrics,B414170-00004-00000,B414170,R.LQ.01.03.P.12,Paula Deen 8qt Ceramic Nonstick XXL Air Fryer w/Accessories,R0026196651214951501,1,$149.99 ,$149.99 ,$21.00 
Hm_Hard,Cooking,B414444-11684-00000,B414444,R.LQ.01.03.P.25,Todd English 12pc Laguiole Stainless Steel Knife Set w/ Pine Wood,R0026216487215150251,1,$19.99 ,$19.99 ,$2.80 
Hm_Hard,Cooking,B415264-00003-00000,B415264,R.LQ.01.03.P.11,Diamond Flip 3pc Flip Pan Set w/Ditanium Ceramic Coating,R0026194506214930051,1,$100.00 ,$100.00 ,$14.00 
Hm_Hard,Cooking,B415264-00005-00000,B415264,R.LQ.01.03.P.26,Diamond Flip 3pc Flip Pan Set w/Ditanium Ceramic Coating,R0026218216215167641,1,$100.00 ,$100.00 ,$14.00 
Hm_Hard,Cooking,B415264-00087-00000,B415264,R.LQ.01.03.P.12,Diamond Flip 3pc Flip Pan Set w/Ditanium Ceramic Coating,R0026195659214941581,1,$100.00 ,$100.00 ,$14.00 
Hm_Hard,Cooking,B415264-00087-00000,B415264,R.LQ.01.03.P.24,Diamond Flip 3pc Flip Pan Set w/Ditanium Ceramic Coating,R0026215041215135781,1,$100.00 ,$100.00 ,$14.00 
Hm_Hard,Cooking,B415264-00167-00000,B415264,R.LQ.01.03.P.18,Diamond Flip 3pc Flip Pan Set w/Ditanium Ceramic Coating,R0026207128215056441,1,$100.00 ,$100.00 ,$14.00 
Hm_Hard,Cooking,B415264-40763-00000,B415264,R.LQ.01.03.P.06,Diamond Flip 3pc Flip Pan Set w/Ditanium Ceramic Coating,R0026180259214787351,1,$100.00 ,$100.00 ,$14.00 
Hm_Hard,Cooking,B415264-40763-00000,B415264,R.LQ.01.03.P.09,Diamond Flip 3pc Flip Pan Set w/Ditanium Ceramic Coating,R0026186243214847291,1,$100.00 ,$100.00 ,$14.00 
Hm_Hard,Cooking,B415304-00000-00000,B415304,R.LQ.01.03.P.06,Cook's Companion Tong Set,R0026181271214797511,1,$25.00 ,$25.00 ,$3.50 
Hm_Hard,Cooking,B415446-00005-00000,B415446,R.LQ.01.03.P.17,"Cook's Companion 10"" Fry Pan w/Stainless Steel Handle",R0026198550214970491,1,$16.99 ,$16.99 ,$2.38 
Hm_Hard,Cooking,B415464-00025-00000,B415464,R.LQ.01.03.P.15,Cook's Companion 15pc Perfect Strain Cookware Set,R0026201893215003981,1,$109.99 ,$109.99 ,$15.40 
Hm_Hard,Cooking,B415504-00005-00000,B415504,R.LQ.01.03.P.15,"Cook's Companion 10"" Dual Handle Skillet",R0026198743214972421,1,$35.00 ,$35.00 ,$4.90 
Hm_Hard,Cooking,B415544-00003-00000,B415544,R.LQ.01.03.P.15,Deen Brothers 14pc Stainless Steel Cookware Set,R0026202246215007531,1,$209.00 ,$209.00 ,$29.26 
Hm_Hard,Cooking,B415904-00005-00000,B415904,R.LQ.01.03.P.21,"Cooks Companion Set of 8 Glass Bottle,Spice Grinders w/Rotating C",R0026208849215073731,1,$22.49 ,$22.49 ,$3.15 
Hm_Hard,Cooking,B415904-00005-00000,B415904,R.LQ.01.03.P.07,"Cooks Companion Set of 8 Glass Bottle,Spice Grinders w/Rotating C",R0026180839214793181,1,$22.49 ,$22.49 ,$3.15 
Hm_Hard,Cooking,B415924-00003-00000,B415924,R.LQ.01.03.P.01,Cook's Companion 4pc Glass Stoarge Jar Set,R0026165009214634691,1,$24.99 ,$24.99 ,$3.50 
Hm_Hard,Food,B415967-00000-00000,B415967,R.LQ.01.03.P.13,Cook's Companion Set of 8 Spice Refills,R0026197833214963321,1,$34.00 ,$34.00 ,$4.76 
Hm_Hard,Cooking,B416065-51083-00000,B416065,R.LQ.01.03.P.03,Storable Solutions Silicone Collapsible 8pc Round Storage Set,R0026172072214705451,1,$19.99 ,$19.99 ,$2.80 
Hm_Hard,Cooking,B416065-51083-00000,B416065,R.LQ.01.03.P.03,Storable Solutions Silicone Collapsible 8pc Round Storage Set,R0026167229214656941,1,$19.99 ,$19.99 ,$2.80 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.01,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026165359214638191,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.25,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026217311215158531,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.13,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026200840214993441,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.01,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026164707214631671,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.01,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026162265214607221,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.23,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026213105215116421,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026174354214728271,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.03,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026174335214728081,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026184521214830041,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84164-00000,B416067,R.LQ.01.03.P.23,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026214205215127421,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026181543214800231,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026178732214772071,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.18,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026207228215057441,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.25,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026218555215171061,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.25,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026214567215131041,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026185126214836091,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026192017214905111,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.23,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026212552215110891,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84165-00000,B416067,R.LQ.01.03.P.13,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026200580214990831,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84166-00000,B416067,R.LQ.01.03.P.13,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026201309214998141,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84166-00000,B416067,R.LQ.01.03.P.21,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026210675215092011,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84166-00000,B416067,R.LQ.01.03.P.01,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026165328214637881,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84166-00000,B416067,R.LQ.01.03.P.18,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026203415215019221,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84166-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026181415214798951,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84167-00000,B416067,R.LQ.01.03.P.01,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026160782214592381,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84167-00000,B416067,R.LQ.01.03.P.23,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026212005215105381,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84167-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026196303214948021,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84167-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026179550214780241,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84167-00000,B416067,R.LQ.01.03.P.18,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026208938215074631,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84167-00000,B416067,R.LQ.01.03.P.18,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026204883215033911,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84167-00000,B416067,R.LQ.01.03.P.18,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026206133215046471,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84169-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026194487214929861,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84169-00000,B416067,R.LQ.01.03.P.21,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026209957215084831,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84169-00000,B416067,R.LQ.01.03.P.21,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026210518215090441,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84169-00000,B416067,R.LQ.01.03.P.21,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026209361215078861,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84169-00000,B416067,R.LQ.01.03.P.03,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026167762214662271,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84169-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026180060214785361,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84169-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026186140214846241,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84170-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026183341214818241,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84170-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,I01235223431,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84170-00000,B416067,R.LQ.01.03.P.18,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026208925215074491,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84170-00000,B416067,R.LQ.01.03.P.23,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026215514215140521,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84171-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026158919214573721,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84171-00000,B416067,R.LQ.01.03.P.01,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026162392214608501,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84171-00000,B416067,R.LQ.01.03.P.10,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026196354214948531,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84171-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026177030214755041,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84171-00000,B416067,R.LQ.01.03.P.03,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026167650214661151,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84171-00000,B416067,R.LQ.01.03.P.21,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026210485215090111,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84171-00000,B416067,R.LQ.01.03.P.13,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026198526214970251,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84171-00000,B416067,R.LQ.01.03.P.13,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026200918214994231,1,$59.99 ,$59.99 ,$8.40 
Hm_Hard,Kitchen Electrics,B416067-84172-00000,B416067,R.LQ.01.03.P.06,Cook's Companion Crystal 14oz Glass Hydrogen-Enriching Water Bott,R0026159050214575031,1,$59.99 ,$59.99 ,$8.40 
